metric_category,metric_data_type,metric_field_description,metric_filterable,metric_name,metric_repeated,metric_selectable,metric_sortable,metric_type_url
METRIC,INT64,"Revenue is the total amount you made from orders attributed to your ads. How it works: You report conversions with cart data for completed purchases on your website. Revenue is the total value of all the orders you received attributed to your ads, minus any discount. Example: Someone clicked on a Shopping ad for a hat then bought the same hat and a shirt in an order from your website. The hat is priced $10 and the shirt is priced $20. The entire order has a $5 discount. The revenue from this order is $25 = ($10 + $20) - $5. This metric is only available if you report conversions with cart data.",True,metrics.revenue_micros,False,True,True,N/A
METRIC,DOUBLE,The percentage of the customer's Shopping or Search ad impressions that are shown in the most prominent Shopping position. See ,True,metrics.search_absolute_top_impression_share,False,True,True,N/A
METRIC,DOUBLE,The number estimating how often your ad wasn't the very first ad above the organic search results due to a low budget. Note: Search budget lost absolute top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_budget_lost_absolute_top_impression_share,False,True,True,N/A
METRIC,DOUBLE,The estimated percent of times that your ad was eligible to show on the Search Network but didn't because your budget was too low. Note: Search budget lost impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_budget_lost_impression_share,False,True,True,N/A
METRIC,DOUBLE,The number estimating how often your ad didn't show anywhere above the organic search results due to a low budget. Note: Search budget lost top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_budget_lost_top_impression_share,False,True,True,N/A
METRIC,DOUBLE,The number of clicks you've received on the Search Network divided by the estimated number of clicks you were eligible to receive. Note: Search click share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.,True,metrics.search_click_share,False,True,True,N/A
METRIC,DOUBLE,"The impressions you've received divided by the estimated number of impressions you were eligible to receive on the Search Network for search terms that matched your keywords exactly (or were close variants of your keyword), regardless of your keyword match types. Note: Search exact match impression share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.",True,metrics.search_exact_match_impression_share,False,True,True,N/A
METRIC,DOUBLE,The impressions you've received on the Search Network divided by the estimated number of impressions you were eligible to receive. Note: Search impression share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.,True,metrics.search_impression_share,False,True,True,N/A
METRIC,DOUBLE,The number estimating how often your ad wasn't the very first ad above the organic search results due to poor Ad Rank. Note: Search rank lost absolute top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_rank_lost_absolute_top_impression_share,False,True,True,N/A
METRIC,DOUBLE,The estimated percentage of impressions on the Search Network that your ads didn't receive due to poor Ad Rank. Note: Search rank lost impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_rank_lost_impression_share,False,True,True,N/A
METRIC,DOUBLE,The number estimating how often your ad didn't show anywhere above the organic search results due to poor Ad Rank. Note: Search rank lost top impression share is reported in the range of 0 to 0.9. Any value above 0.9 is reported as 0.9001.,True,metrics.search_rank_lost_top_impression_share,False,True,True,N/A
METRIC,DOUBLE,The impressions you've received in the top location (anywhere above the organic search results) compared to the estimated number of impressions you were eligible to receive in the top location. Note: Search top impression share is reported in the range of 0.1 to 1. Any value below 0.1 is reported as 0.0999.,True,metrics.search_top_impression_share,False,True,True,N/A
METRIC,MESSAGE,Search volume range for a search term insight category.,False,metrics.search_volume,False,True,True,google.ads.googleads.v15.common.SearchVolumeRange
METRIC,INT64,The number of iOS Store Kit Ad Network conversions.,True,metrics.sk_ad_network_installs,False,True,True,N/A
METRIC,INT64,The total number of iOS Store Kit Ad Network conversions.,True,metrics.sk_ad_network_total_conversions,False,True,True,N/A
METRIC,INT64,"A measure of how quickly your page loads after clicks on your mobile ads. The score is a range from 1 to 10, 10 being the fastest.",True,metrics.speed_score,False,True,True,N/A
METRIC,DOUBLE,The percent of your ad impressions that are shown anywhere above the organic search results.,True,metrics.top_impression_percentage,False,True,True,N/A
METRIC,INT64,"The number of unique users who saw your ad during the requested time period. This metric cannot be aggregated, and can only be requested for date ranges of 92 days or less. This metric is available for following campaign types - Display, Video, Discovery and App.",True,metrics.unique_users,False,True,True,N/A
METRIC,DOUBLE,"Units sold is the total number of products sold from orders attributed to your ads. How it works: You report conversions with cart data for completed purchases on your website. Units sold is the total number of products sold from all orders attributed to your ads. Example: Someone clicked on a Shopping ad for a hat then bought the same hat, a shirt and a jacket. The units sold in this order is 3. This metric is only available if you report conversions with cart data.",True,metrics.units_sold,False,True,True,N/A
METRIC,DOUBLE,The percentage of ad clicks to Accelerated Mobile Pages (AMP) landing pages that reach a valid AMP page.,True,metrics.valid_accelerated_mobile_pages_clicks_percentage,False,True,True,N/A
METRIC,DOUBLE,The value of all conversions divided by the number of all conversions.,True,metrics.value_per_all_conversions,False,True,True,N/A
METRIC,DOUBLE,"The value of all conversions divided by the number of all conversions. When this column is selected with date, the values in date column means the conversion date. Details for the by_conversion_date columns are available at ",True,metrics.value_per_all_conversions_by_conversion_date,False,True,True,N/A
METRIC,DOUBLE,"The value of conversions divided by the number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions.",True,metrics.value_per_conversion,False,True,True,N/A
METRIC,DOUBLE,"The value of conversions divided by the number of conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions. When this column is selected with date, the values in date column means the conversion date. Details for the by_conversion_date columns are available at ",True,metrics.value_per_conversions_by_conversion_date,False,True,True,N/A
METRIC,DOUBLE,"The value of current model attributed conversions divided by the number of the conversions. This only includes conversion actions which include_in_conversions_metric attribute is set to true. If you use conversion-based bidding, your bid strategies will optimize for these conversions.",True,metrics.value_per_current_model_attributed_conversion,False,True,True,N/A
METRIC,DOUBLE,Percentage of impressions where the viewer watched all of your video.,True,metrics.video_quartile_p100_rate,False,True,True,N/A
METRIC,DOUBLE,Percentage of impressions where the viewer watched 25% of your video.,True,metrics.video_quartile_p25_rate,False,True,True,N/A
METRIC,DOUBLE,Percentage of impressions where the viewer watched 50% of your video.,True,metrics.video_quartile_p50_rate,False,True,True,N/A
METRIC,DOUBLE,Percentage of impressions where the viewer watched 75% of your video.,True,metrics.video_quartile_p75_rate,False,True,True,N/A
METRIC,DOUBLE,"The number of views your TrueView video ad receives divided by its number of impressions, including thumbnail impressions for TrueView in-display ads.",True,metrics.video_view_rate,False,True,True,N/A
METRIC,INT64,The number of times your video ads were viewed.,True,metrics.video_views,False,True,True,N/A
METRIC,INT64,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (for example, clicking on) another ad.",True,metrics.view_through_conversions,False,True,True,N/A
METRIC,DOUBLE,Number of call button clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_click_to_call,False,True,True,N/A
METRIC,DOUBLE,Number of driving directions clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_directions,False,True,True,N/A
METRIC,DOUBLE,Number of menu link clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_menu,False,True,True,N/A
METRIC,DOUBLE,Number of order clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_order,False,True,True,N/A
METRIC,DOUBLE,Number of other types of local action clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_other_engagement,False,True,True,N/A
METRIC,DOUBLE,Estimated number of visits to the store after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_store_visits,False,True,True,N/A
METRIC,DOUBLE,Number of website URL clicks on any location surface after an impression. This measure is coming from Asset based location.,True,metrics.view_through_conversions_from_location_asset_website,False,True,True,N/A
